Country,Sector,Region,Sub-Region,ATC2,Corporation,Molecule List,Int-Product,NFC123,Int-Pack,Int-Strength,Int-Pack Size,Innovation Insights,Month,Standard Units,US$ MNF,KG
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,Dec 2018,"1,582",$685,0.0042
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,Nov 2018,602,$259,0.0016
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Jul 2020,"1,540","$2,206",0.0164
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Jun 2020,"1,169","$1,636",0.0124
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,May 2020,"1,197","$1,621",0.0127
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Apr 2020,"1,169","$1,574",0.0124
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Mar 2020,"1,456","$2,003",0.0155
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Feb 2020,"1,561","$2,149",0.0166
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Jan 2020,"2,107","$2,958",0.0224
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Dec 2019,"1,295","$1,819",0.0138
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Nov 2019,"2,464","$3,444",0.0262
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Oct 2019,"1,631","$2,281",0.0174
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Sep 2019,"1,561","$2,185",0.0166
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Aug 2019,"2,093","$2,964",0.0223
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Jul 2019,"2,093","$2,990",0.0223
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Jun 2019,"1,771","$2,540",0.0188
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,May 2019,"2,100","$2,980",0.0223
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Apr 2019,"1,841","$2,620",0.0196
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Mar 2019,"1,610","$2,308",0.0171
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Feb 2019,"1,365","$1,966",0.0145
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Jan 2019,"1,218","$1,763",0.013
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Dec 2018,"1,456","$2,106",0.0155
CROATIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,Nov 2018,658,$947,0.007
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jul 2020,266,$411,0.0007
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jun 2020,903,"$1,361",0.0024
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,May 2020,560,$799,0.0015
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Apr 2020,413,$588,0.0011
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Mar 2020,658,$980,0.0018
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Feb 2020,700,"$1,088",0.0019
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jan 2020,91,$143,0.0002
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Dec 2019,616,$959,0.0016
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Nov 2019,"2,051","$3,170",0.0055
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Oct 2019,"1,638","$2,517",0.0044
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Sep 2019,"3,899","$5,928",0.0104
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Aug 2019,518,$797,0.0014
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jul 2019,"3,045","$4,775",0.0081
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jun 2019,518,$816,0.0014
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,May 2019,329,$510,0.0009
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Apr 2019,217,$339,0.0006
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Mar 2019,273,$429,0.0007
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Feb 2019,588,$927,0.0016
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jan 2019,441,$702,0.0012
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Dec 2018,"2,898","$4,559",0.0077
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Nov 2018,959,"$1,501",0.0026
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Oct 2018,966,"$1,536",0.0026
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Sep 2018,"1,302","$2,117",0.0035
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Aug 2018,"1,127","$1,809",0.003
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jul 2018,777,"$1,254",0.0021
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jun 2018,"1,477","$2,389",0.0039
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,May 2018,"3,395","$5,592",0.009
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Apr 2018,364,$629,0.001
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Mar 2018,749,"$1,298",0.002
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Feb 2018,343,$598,0.0009
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jan 2018,413,$706,0.0011
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Dec 2017,"1,813","$2,987",0.0048
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Nov 2017,938,"$1,539",0.0025
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Oct 2017,"4,032","$6,569",0.0107
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Sep 2017,805,"$1,313",0.0021
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Aug 2017,"1,120","$1,810",0.003
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jul 2020,"2,310","$4,423",0.0246
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jun 2020,"2,471","$4,618",0.0263
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,May 2020,"1,932","$3,419",0.0206
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Apr 2020,"1,225","$2,162",0.013
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Mar 2020,"6,286","$11,605",0.0669
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Feb 2020,"2,632","$5,070",0.028
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jan 2020,"1,484","$2,893",0.0158
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Dec 2019,"2,177","$4,201",0.0232
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Nov 2019,"4,781","$9,161",0.0509
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Oct 2019,"2,310","$4,400",0.0246
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Sep 2019,"18,732","$35,303",0.1993
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Aug 2019,"2,415","$4,609",0.0257
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jul 2019,"5,369","$10,437",0.0571
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jun 2019,"2,695","$5,264",0.0287
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,May 2019,"2,415","$4,642",0.0257
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Apr 2019,"2,611","$5,058",0.0278
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Mar 2019,"2,233","$4,353",0.0238
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Feb 2019,"4,942","$9,653",0.0526
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jan 2019,"2,394","$4,721",0.0255
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Dec 2018,"3,857","$7,521",0.041
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Nov 2018,"1,813","$3,517",0.0193
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Oct 2018,"2,086","$4,111",0.0222
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Sep 2018,"10,703","$21,571",0.1139
CZECH REPUBLIC,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Aug 2018,"1,827","$3,636",0.0194
